400,0.089
401,0.088
402,0.088
403,0.086
404,0.086
405,0.086
406,0.086
407,0.086
408,0.085
409,0.084
410,0.084
411,0.084
412,0.083
413,0.083
414,0.083
415,0.083
416,0.082
417,0.082
418,0.081
419,0.081
420,0.081
421,0.081
422,0.080
423,0.080
424,0.080
425,0.079
426,0.079
427,0.078
428,0.078
429,0.077
430,0.077
431,0.077
432,0.077
433,0.076
434,0.076
435,0.076
436,0.076
437,0.075
438,0.074
439,0.075
440,0.074
441,0.074
442,0.073
443,0.073
444,0.073
445,0.073
446,0.073
447,0.072
448,0.073
449,0.072
450,0.072
451,0.071
452,0.071
453,0.070
454,0.071
455,0.070
456,0.069
457,0.069
458,0.069
459,0.068
460,0.068
461,0.068
462,0.068
463,0.068
464,0.068
465,0.067
466,0.067
467,0.066
468,0.067
469,0.066
470,0.066
471,0.065
472,0.065
473,0.065
474,0.065
475,0.065
476,0.064
477,0.064
478,0.064
479,0.064
480,0.063
481,0.063
482,0.064
483,0.063
484,0.063
485,0.063
486,0.063
487,0.063
488,0.063
489,0.063
490,0.063
491,0.062
492,0.063
493,0.063
494,0.062
495,0.063
496,0.062
497,0.063
498,0.062
499,0.062
500,0.062
501,0.063
502,0.062
503,0.062
504,0.063
505,0.063
506,0.062
507,0.063
508,0.063
509,0.063
510,0.064
511,0.064
512,0.063
513,0.064
514,0.064
515,0.064
516,0.064
517,0.064
518,0.064
519,0.065
520,0.064
521,0.065
522,0.064
523,0.064
524,0.064
525,0.065
526,0.064
527,0.064
528,0.064
529,0.064
530,0.064
531,0.063
532,0.064
533,0.062
534,0.062
535,0.062
536,0.062
537,0.061
538,0.061
539,0.060
540,0.060
541,0.059
542,0.058
543,0.058
544,0.056
545,0.056
546,0.055
547,0.054
548,0.054
549,0.053
550,0.052
551,0.052
552,0.051
553,0.050
554,0.050
555,0.049
556,0.049
557,0.047
558,0.048
559,0.047
560,0.047
561,0.046
562,0.046
563,0.045
564,0.045
565,0.045
566,0.044
567,0.044
568,0.044
569,0.045
570,0.045
571,0.043
572,0.044
573,0.044
574,0.044
575,0.043
576,0.042
577,0.044
578,0.045
579,0.044
580,0.043
581,0.044
582,0.043
583,0.043
584,0.043
585,0.044
586,0.043
587,0.043
588,0.042
589,0.044
590,0.044
591,0.044
592,0.043
593,0.042
594,0.044
595,0.043
596,0.043
597,0.043
598,0.041
599,0.043
600,0.043
601,0.044
602,0.042
603,0.043
604,0.043
605,0.044
606,0.042
607,0.044
608,0.043
609,0.042
610,0.043
611,0.043
612,0.042
613,0.043
614,0.042
615,0.043
616,0.043
617,0.042
618,0.042
619,0.042
620,0.043
621,0.041
622,0.042
623,0.043
624,0.042
625,0.043
626,0.043
627,0.043
628,0.042
629,0.042
630,0.040
631,0.043
632,0.042
633,0.042
634,0.043
635,0.042
636,0.043
637,0.042
638,0.044
639,0.043
640,0.042
641,0.042
642,0.043
643,0.041
644,0.043
645,0.043
646,0.040
647,0.041
648,0.043
649,0.041
650,0.040
651,0.043
652,0.041
653,0.042
654,0.042
655,0.041
656,0.042
657,0.042
658,0.042
659,0.043
660,0.041
661,0.041
662,0.039
663,0.040
664,0.040
665,0.041
666,0.040
667,0.042
668,0.041
669,0.040
670,0.041
671,0.040
672,0.041
673,0.040
674,0.042
675,0.041
676,0.041
677,0.041
678,0.041
679,0.040
680,0.042
681,0.040
682,0.040
683,0.041
684,0.041
685,0.040
686,0.039
687,0.040
688,0.041
689,0.038
690,0.040
691,0.039
692,0.039
693,0.041
694,0.039
695,0.041
696,0.041
697,0.041
698,0.040
699,0.039
700,0.039
701,0.040
702,0.041
703,0.040
704,0.040
705,0.039
706,0.041
707,0.040
708,0.039
709,0.043
710,0.038
711,0.043
712,0.037
713,0.039
714,0.041
715,0.042
716,0.040
717,0.040
718,0.041
719,0.041
720,0.042
721,0.041
722,0.041
723,0.041
724,0.040
725,0.040
726,0.040
727,0.039
728,0.041
729,0.040
730,0.041
731,0.041
732,0.043
733,0.041
734,0.042
735,0.042
736,0.042
737,0.042
738,0.041
739,0.044
740,0.043
741,0.042
742,0.043
743,0.043
744,0.045
745,0.044
746,0.043
747,0.044
748,0.044
749,0.044
750,0.044
751,0.045
752,0.043
753,0.046
754,0.045
755,0.042
756,0.043
757,0.044
758,0.044
759,0.045
760,0.045
761,0.044
762,0.046
763,0.042
764,0.044
765,0.044
766,0.042
767,0.042
768,0.043
769,0.040
770,0.042
771,0.040
772,0.039
773,0.040
774,0.039
775,0.037
776,0.042
777,0.039
778,0.040
779,0.038
780,0.041
781,0.041
782,0.041
783,0.040
784,0.042
785,0.041
786,0.041
787,0.039
788,0.038
789,0.042
790,0.040
791,0.040
792,0.040
793,0.040
794,0.038
795,0.039
796,0.040
797,0.039
798,0.039
799,0.041
800,0.040
